ordering,ppmRepPotus,ppmDemPotus,1M-ppmDemPotus,ppmRepOther,ppmDemOther,1M-ppmDemOther,BonusToTrump,BonusToBiden,totalBallots,locality
 328575, 726285, 249714, 750286, 702857, 260571, 739429, 617140, 445715,   1750,Crowley
 358420, 839101, 142471, 857529, 816179, 147865, 852135, 614610, 473030,   2225,Baca
 372145, 774706, 208016, 791984, 762266, 221147, 778853, 562200, 434345,   1447,Sedgwick
 424085, 751552, 235334, 764666, 734299, 233264, 766736, 586265, 510350,   1449,Dolores
 428365, 353868, 626074, 373926, 340496, 627029, 372971, 566860, 495225,   2094,Costilla
 431915, 527579, 452111, 547889, 517655, 455804, 544196, 549620, 481535,   4333,Conejos
 450065, 500000, 471175, 528825, 490240, 471402, 528598, 548800, 498865,   4406,Huerfano
 450385, 538123, 439266, 560734, 529707, 440773, 559227, 542080, 492465,   7961,LasAnimas
 461240, 880398, 108527, 891473, 867109, 102990, 897010, 566445, 527685,    903,Kiowa
 469405, 807002, 171221, 828779, 789069, 159407, 840593, 589665, 559070,   7026,Moffat
 474625, 580491, 395717, 604283, 576526, 396827, 603173, 519825, 494450,   6305,RioGrande
 482920, 720733, 262183, 737817, 713181, 258047, 741953, 537760, 520680,   5561,Prowers
 483770, 416937, 555916, 444084, 414576, 556801, 443199, 511805, 495575,   3389,Saguache
 507685, 488345, 481429, 518571, 486680, 478227, 521773, 508325, 516010,   7808,Alamosa
 514550, 697977, 282013, 717987, 694412, 275538, 724462, 517825, 532375,  13744,Morgan
 519755, 685409, 288335, 711665, 682787, 281762, 718238, 513110, 532865,  25557,Fremont
 525245, 377934, 581418, 418582, 381469, 579904, 420096, 482325, 507570,   3961,Lake
 532980, 660949, 321899, 678101, 654353, 308707, 691293, 532980, 565960,   2274,Bent
 536180, 812144, 171059, 828941, 810594, 162273, 837727, 507750, 543930,   3870,KitCarson
 541300, 675322, 303923, 696077, 677232, 297573, 702427, 490450, 531750,  19370,Delta
 546830, 478510, 495724, 504276, 476766, 484614, 515386, 508720, 555550,  88299,Pueblo
 548205, 680716, 306060, 693940, 675757, 291460, 708540, 524795, 573000,   3630,Custer
 548770, 829314, 151991, 848009, 830398, 143321, 856679, 494580, 543350,   3691,RioBlanco
 561620, 874119, 115316, 884684, 875880, 104753, 895247, 491195, 552815,   1136,Cheyenne
 574800, 862699, 122672, 877328, 870013, 115026, 884974, 463430, 538230,   3008,Washington
 579215, 805356, 177291, 822709, 807619, 163711, 836289, 488685, 567900,   2651,Lincoln
 579360, 601086, 376461, 623539, 598475, 357978, 642022, 513055, 592415,   9576,Otero
 579905, 777397, 199771, 800229, 780821, 187214, 812786, 482880, 562785,    876,Jackson
 585485, 600387, 376516, 623484, 598258, 357290, 642710, 510645, 596130,  15500,Montezuma
 585930, 767850, 210596, 789404, 775446, 201006, 798994, 462020, 547950,  10532,Logan
 586250, 568836, 398942, 601058, 577705, 390561, 609439, 455655, 541905,  12290,Park
 588385, 437888, 531055, 468945, 446010, 521500, 478500, 459390, 547775,   4186,Gilpin
 590025, 663616, 311588, 688412, 667512, 297479, 702521, 480520, 570545,  16939,Teller
 590545, 787927, 195573, 804427, 796780, 186317, 813683, 455735, 546280,   2485,Phillips
 600065, 567475, 408792, 591208, 571412, 392716, 607284, 480315, 580380,   9144,Archuleta
 615160, 672899, 308442, 691558, 681245, 293756, 706244, 458270, 573430,  24922,Montrose
 619405, 476216, 499191, 500809, 486247, 485341, 514659, 449845, 569250,  30904,Garfield
 621750, 453597, 521980, 478020, 462491, 506524, 493476, 455530, 577280,  13717,Chaffee
 632415, 627816, 347994, 652006, 631590, 325285, 674715, 481130, 613545,  90622,Mesa
 636805, 404067, 566887, 433113, 415405, 550864, 449136, 443310, 580115, 236735,Adams
 643810, 738924, 236527, 763473, 755412, 224253, 775747, 417560, 561370,  18983,Elbert
 645845, 420586, 550397, 449603, 432956, 533598, 466402, 438150, 583995,   6548,ClearCreek
 648010, 392288, 588308, 411692, 403482, 569900, 430100, 444030, 592040,   4020,Ouray
 660160, 232499, 751777, 248223, 245462, 732708, 267292, 435185, 595345,  11957,Pitkin
 663510, 494380, 476764, 523236, 513819, 463501, 536499, 402805, 566315,   9877,Grand
 665125, 564068, 418758, 581242, 577278, 398943, 601057, 433950, 599075,    757,Mineral
 669040, 359430, 608540, 391460, 368327, 583629, 416371, 455515, 624555,    562,SanJuan
 670455, 575828, 395644, 604356, 595467, 381192, 618808, 401805, 572260, 166968,Weld
 670745, 399052, 576106, 423894, 414276, 557181, 442819, 423880, 594625,  35667,LaPlata
 681965, 558544, 403481, 596519, 577531, 386075, 613925, 405065, 587030,    632,Hinsdale
 686355, 351090, 627044, 372956, 370703, 609386, 390614, 401935, 588290,  16876,Routt
 696300, 339441, 637907, 362093, 355159, 614365, 385635, 421410, 617710,  29139,Eagle
 701085, 220711, 762385, 237615, 238391, 739848, 260152, 411600, 612685,   5147,SanMiguel
 705290, 330577, 640764, 359236, 352897, 622026, 377974, 388400, 593690,  10887,Gunnison
 706130, 181850, 795512, 204488, 203547, 775983, 224017, 391515, 597645, 393824,Denver
 726985, 206204, 771860, 228140, 229589, 749848, 250152, 383075, 610060, 206111,Boulder
 733680, 393306, 578751, 421249, 419433, 558142, 441858, 369365, 603045, 377357,Jefferson
 751195, 535541, 427343, 572657, 559931, 401494, 598506, 378050, 629245, 378234,ElPaso
 757515, 288058, 683455, 316545, 314865, 658759, 341241, 365965, 623480,  18465,Summit
 770475, 363589, 609986, 390014, 390404, 582706, 417294, 365925, 636400, 350183,Arapahoe
 785220, 407817, 562187, 437813, 421618, 518944, 481056, 430995, 716215, 224338,Larimer
 800135, 824533, 157598, 842402, 857859, 130897, 869103, 333370, 633505,   4981,Yuma
 842035, 349438, 623541, 376459, 382891, 588587, 411413, 332735, 674770,  46632,Broomfield
 842725, 523620, 451871, 548129, 561509, 421215, 578785, 310555, 653280, 231599,Douglas
